source_record_id,reason,shop_code,folder_type,doc_grp,business_type,action_code,business_date
6066855405700176915949,PGD 8136 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8136,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
7688799376887993,PGD 6731 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6731,Chứng từ Vận hành hàng ngày,Phiếu thu,Nhận quỹ,,2026-06-24
7689095476890954,PGD 1286 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1286,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
6036793592000176915706,Không map được loại chứng từ: Giấy đề nghị tái tục giấy nhận nợ,7302,Chứng từ Vận hành hàng ngày,Giấy đề nghị tái tục giấy nhận nợ,Đáo hạn,DONG_HD_DH,2026-06-24
5123867395976893493,Trùng parent_document_code trong nguồn Oracle,2302,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
6069883263100176905943,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6037320276676878529,Không map được loại chứng từ: HĐ ký gửi tài sản,4434,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
7688571876885718,PGD 9322 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9322,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
2039372512076887853,Trùng parent_document_code trong nguồn Oracle,7748,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-24
3115311650600476910743,Không map được loại chứng từ: Giấy đề nghị tái tục giấy nhận nợ,9102,Chứng từ Vận hành hàng ngày,Giấy đề nghị tái tục giấy nhận nợ,Đáo hạn,DONG_HD_DH,2026-06-24
6053609002376880450,Trùng parent_document_code trong nguồn Oracle,4208,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
2105583109276883890,Trùng parent_document_code trong nguồn Oracle,1187,Chứng từ Vận hành hàng ngày,"HDCC, Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-24
2129852557376885670,Trùng parent_document_code trong nguồn Oracle,6101,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-24
7688131876881318,PGD 2308 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2308,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
6065658109900176909124,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6060663480500176915620,PGD 7827 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7827,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6067012509600176906453,PGD 5552 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5552,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6063045632800176909741,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
4088661727476880127,Trùng parent_document_code trong nguồn Oracle,1024,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
6060643352300176911519,PGD 1278 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1278,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6068272096000176917344,PGD 2307 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2307,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6069314094200176916994,PGD 2312 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2312,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
5123867395976893497,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS, Giấy đề nghị",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
6058626785776875813,Trùng parent_document_code trong nguồn Oracle,5104,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
6061346637000176909449,PGD 2304 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2304,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6069984717300176911974,PGD 8025 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8025,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6063466702100176915697,PGD 1278 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1278,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6064327894800176910748,PGD 8136 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8136,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6065909280900176911018,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6065610835800176912898,PGD 7968 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7968,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6054597582476885399,Trùng parent_document_code trong nguồn Oracle,4803,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
3116553459200476905560,Không map được loại chứng từ: Giấy đề nghị tái tục giấy nhận nợ,9317,Chứng từ Vận hành hàng ngày,Giấy đề nghị tái tục giấy nhận nợ,Đáo hạn,DONG_HD_DH,2026-06-24
7688161976881619,PGD 9322 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9322,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
6068124211000176913776,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6061188919700176916869,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6069066796400176907538,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
7688561676885616,PGD 5552 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5552,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
6061763540500176905778,PGD 8516 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8516,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6069487462900176915954,PGD 2304 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2304,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6063842300000176906457,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-24
6065796891676889001,PGD 2308 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2308,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
6037320276676878467,Không map được loại chứng từ: HĐ ký gửi tài sản,4434,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
5032057135576880601,Trùng parent_document_code trong nguồn Oracle,8602,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
7688607676886076,PGD 2308 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2308,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-24
6048328107576892704,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-24
